label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
C e11/s14 eh24 md0.04 mi17	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=17	7	2	2	2		0.790	0.207	0.279	0.304	0	12.03	0.225		skilled 8/8;I3;I8
C e11/s14 eh24 md0.0425 mi15	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=15	6	2	0	0		0.914	0.235	0.316	0.362	0	12.12	0.210		skilled 8/8;I2;I8
C e11/s14 eh24 md0.0425 mi16	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=16	7	2	1	2		0.832	0.226	0.300	0.306	0	11.74	0.206		skilled 8/8;I2;I3;I8
C e11/s14 eh24 md0.0425 mi17	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=17	7	2	2	2		0.807	0.218	0.295	0.294	0	11.88	0.209		skilled 8/8;I2;I3;I8
C e11/s14 eh24 md0.045 mi15	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=15	7	0	0	0		0.903	0.247	0.318	0.338	0	12.04	0.198		skilled 8/8;I2
C e11/s14 eh24 md0.045 mi16	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=16	8	2	0	0		0.861	0.237	0.301	0.323	0	11.81	0.203		I2;I8
C e11/s14 eh24 md0.045 mi17	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=17	6	2	1	1		0.863	0.229	0.300	0.334	0	11.91	0.203		skilled 8/8;I2;I3;I8
C e11/s15 eh20 md0.04 mi15	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.754	0.205	0.312	0.237	0	12.12	0.211		skilled 8/8;I3;I8
C e11/s15 eh20 md0.04 mi16	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=16	8	3	2	2		0.709	0.195	0.299	0.216	0	11.99	0.203		I3;I8
C e11/s15 eh20 md0.04 mi17	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.658	0.187	0.287	0.184	0	11.80	0.220		I3;I8
C e11/s15 eh20 md0.0425 mi15	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=15	8	3	2	2		0.783	0.216	0.324	0.243	0	12.11	0.185		I3;I8
C e11/s15 eh20 md0.0425 mi16	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.737	0.205	0.306	0.226	0	12.06	0.198		skilled 8/8;I3;I8
C e11/s15 eh20 md0.0425 mi17	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=17	8	3	2	2		0.700	0.197	0.304	0.199	0	11.92	0.207		I3;I8
C e11/s15 eh20 md0.045 mi15	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=15	8	3	1	2		0.836	0.227	0.335	0.274	0	12.36	0.192		I2;I3;I8
C e11/s15 eh20 md0.045 mi16	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=16	7	3	2	2		0.798	0.215	0.329	0.253	0	12.12	0.189		skilled 8/8;I3;I8
C e11/s15 eh20 md0.045 mi17	engageRadius=11 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=17	8	3	2	2		0.734	0.207	0.315	0.212	0	12.03	0.191		I3;I8
C e11/s15 eh22 md0.04 mi15	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.788	0.205	0.312	0.271	0	12.33	0.211		skilled 8/8;I3;I8
C e11/s15 eh22 md0.04 mi16	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=16	8	3	2	2		0.745	0.195	0.299	0.252	0	12.23	0.202		I3;I8
C e11/s15 eh22 md0.04 mi17	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.687	0.187	0.287	0.213	0	11.98	0.219		I3;I8
C e11/s15 eh22 md0.0425 mi15	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=15	7	3	2	2		0.829	0.216	0.324	0.290	0	12.38	0.189		skilled 8/8;I2;I3;I8
C e11/s15 eh22 md0.0425 mi16	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.763	0.205	0.306	0.252	0	12.26	0.199		skilled 8/8;I3;I8
C e11/s15 eh22 md0.0425 mi17	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=17	8	3	2	2		0.737	0.197	0.304	0.236	0	12.20	0.208		I3;I8
C e11/s15 eh22 md0.045 mi15	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=15	7	2	1	2		0.884	0.227	0.335	0.322	0	12.62	0.192		skilled 8/8;I2;I3;I8
C e11/s15 eh22 md0.045 mi16	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=16	7	3	2	2		0.831	0.215	0.329	0.287	0	12.34	0.191		skilled 8/8;I2;I3;I8
C e11/s15 eh22 md0.045 mi17	engageRadius=11 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=17	7	3	2	2		0.776	0.207	0.315	0.254	0	12.30	0.191		skilled 8/8;I3;I8
C e11/s15 eh24 md0.04 mi15	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.823	0.205	0.312	0.307	0	12.58	0.213		skilled 8/8;I2;I3;I8
C e11/s15 eh24 md0.04 mi16	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=16	7	3	2	2		0.776	0.195	0.299	0.283	0	12.45	0.202		skilled 8/8;I3;I8
C e11/s15 eh24 md0.04 mi17	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.727	0.187	0.287	0.253	0	12.22	0.218		I3;I8
C e11/s15 eh24 md0.0425 mi15	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=15	6	3	1	2		0.853	0.216	0.324	0.314	0	12.54	0.189		skilled 8/8;I2;I3;I8
C e11/s15 eh24 md0.0425 mi16	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.801	0.205	0.306	0.291	0	12.47	0.197		skilled 8/8;I2;I3;I8
C e11/s15 eh24 md0.0425 mi17	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=17	7	3	2	2		0.764	0.197	0.304	0.263	0	12.38	0.210		skilled 8/8;I3;I8
C e11/s15 eh24 md0.045 mi15	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=15	7	2	1	1		0.931	0.227	0.335	0.369	0	12.85	0.193		skilled 8/8;I2;I3;I8
C e11/s15 eh24 md0.045 mi16	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=16	7	2	1	2		0.865	0.215	0.329	0.321	0	12.55	0.191		skilled 8/8;I2;I3;I8
C e11/s15 eh24 md0.045 mi17	engageRadius=11 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=17	7	3	2	2		0.812	0.207	0.315	0.290	0	12.51	0.191		skilled 8/8;I2;I3;I8
C e12/s15 eh20 md0.04 mi15	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.750	0.205	0.312	0.234	0	12.04	0.210		skilled 8/8;I3;I8
C e12/s15 eh20 md0.04 mi16	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=16	8	4	2	2		0.704	0.195	0.299	0.210	0	11.92	0.204		I3;I8
C e12/s15 eh20 md0.04 mi17	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.654	0.187	0.287	0.180	0	11.73	0.221		I3;I8
C e12/s15 eh20 md0.0425 mi15	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=15	8	3	2	2		0.769	0.216	0.324	0.229	0	11.98	0.186		I3;I8
C e12/s15 eh20 md0.0425 mi16	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.733	0.205	0.306	0.222	0	11.99	0.199		skilled 8/8;I3;I8
C e12/s15 eh20 md0.0425 mi17	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=17	8	3	2	2		0.694	0.197	0.304	0.193	0	11.83	0.208		I3;I8
C e12/s15 eh20 md0.045 mi15	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=15	8	3	1	2		0.821	0.227	0.335	0.259	0	12.20	0.191		I2;I3;I8
C e12/s15 eh20 md0.045 mi16	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=16	7	3	2	2		0.805	0.215	0.329	0.261	0	12.17	0.191		skilled 8/8;I2;I3;I8
C e12/s15 eh20 md0.045 mi17	engageRadius=12 spawnRadius=15 eliteHp=20 meleeDamage=0.045 meleeAttackInterval=17	8	3	2	2		0.728	0.207	0.315	0.207	0	11.95	0.193		I3;I8
C e12/s15 eh22 md0.04 mi15	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.774	0.205	0.312	0.258	0	12.21	0.211		skilled 8/8;I3;I8
C e12/s15 eh22 md0.04 mi16	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=16	8	3	2	2		0.738	0.195	0.299	0.245	0	12.12	0.202		I3;I8
C e12/s15 eh22 md0.04 mi17	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.677	0.187	0.287	0.203	0	11.88	0.221		I3;I8
C e12/s15 eh22 md0.0425 mi15	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=15	8	3	2	2		0.821	0.216	0.324	0.282	0	12.26	0.190		I2;I3;I8
C e12/s15 eh22 md0.0425 mi16	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.754	0.205	0.306	0.243	0	12.15	0.200		skilled 8/8;I3;I8
C e12/s15 eh22 md0.0425 mi17	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=17	8	3	2	2		0.724	0.197	0.304	0.223	0	12.04	0.209		I3;I8
C e12/s15 eh22 md0.045 mi15	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=15	8	3	1	2		0.866	0.227	0.335	0.304	0	12.42	0.191		I2;I3;I8
C e12/s15 eh22 md0.045 mi16	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=16	7	3	2	2		0.836	0.215	0.329	0.292	0	12.37	0.192		skilled 8/8;I2;I3;I8
C e12/s15 eh22 md0.045 mi17	engageRadius=12 spawnRadius=15 eliteHp=22 meleeDamage=0.045 meleeAttackInterval=17	8	3	2	2		0.768	0.207	0.315	0.246	0	12.20	0.193		I3;I8
C e12/s15 eh24 md0.04 mi15	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=15	7	3	2	2		0.813	0.205	0.312	0.297	0	12.41	0.212		skilled 8/8;I2;I3;I8
C e12/s15 eh24 md0.04 mi16	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=16	7	3	2	2		0.765	0.195	0.299	0.272	0	12.30	0.202		skilled 8/8;I3;I8
C e12/s15 eh24 md0.04 mi17	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.04 meleeAttackInterval=17	8	3	2	2		0.707	0.187	0.287	0.233	0	12.06	0.221		I3;I8
C e12/s15 eh24 md0.0425 mi15	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=15	6	3	1	2		0.849	0.216	0.324	0.310	0	12.44	0.189		skilled 8/8;I2;I3;I8
C e12/s15 eh24 md0.0425 mi16	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=16	7	3	2	2		0.781	0.205	0.306	0.270	0	12.33	0.199		skilled 8/8;I3;I8
C e12/s15 eh24 md0.0425 mi17	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=17	7	3	2	2		0.749	0.197	0.304	0.247	0	12.19	0.210		skilled 8/8;I3;I8
C e12/s15 eh24 md0.045 mi15	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=15	7	2	1	1		0.909	0.227	0.335	0.347	0	12.64	0.193		skilled 8/8;I2;I3;I8
C e12/s15 eh24 md0.045 mi16	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=16	7	3	1	2		0.865	0.215	0.329	0.320	0	12.57	0.193		skilled 8/8;I2;I3;I8
C e12/s15 eh24 md0.045 mi17	engageRadius=12 spawnRadius=15 eliteHp=24 meleeDamage=0.045 meleeAttackInterval=17	7	3	2	2		0.805	0.207	0.315	0.283	0	12.39	0.192		skilled 8/8;I2;I3;I8
D0 base (I2 .736 fl4)	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16	8	4	2	2		0.736	0.226	0.300	0.210	0	11.19	0.206		I3;I8
D1 eliteSpeed 0.11	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteMoveSpeed=0.11	8	4	2	2		0.732	0.226	0.300	0.206	0	11.13	0.203		I3;I8
D1 eliteSpeed 0.115	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteMoveSpeed=0.115	8	4	2	2		0.732	0.226	0.300	0.206	0	11.11	0.201		I3;I8
D1 eliteSpeed 0.12	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteMoveSpeed=0.12	8	4	2	2		0.724	0.226	0.300	0.198	0	11.11	0.202		I3;I8
D1 eliteSpeed 0.13	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteMoveSpeed=0.13	8	4	2	2		0.724	0.226	0.300	0.198	0	11.09	0.204		I3;I8
D1 eliteSpeed 0.15	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteMoveSpeed=0.15	8	4	2	2		0.721	0.226	0.300	0.195	0	11.04	0.201		I3;I8
D2 eliteHp 22	engageRadius=11 spawnRadius=14 eliteHp=22 meleeDamage=0.0425 meleeAttackInterval=16	8	3	1	2		0.781	0.226	0.300	0.255	0	11.48	0.206		I3;I8
D2 eliteHp 24	engageRadius=11 spawnRadius=14 eliteHp=24 meleeDamage=0.0425 meleeAttackInterval=16	7	2	1	2		0.832	0.226	0.300	0.306	0	11.74	0.206		skilled 8/8;I2;I3;I8
D2 eliteHp 26	engageRadius=11 spawnRadius=14 eliteHp=26 meleeDamage=0.0425 meleeAttackInterval=16	7	2	0	2		0.877	0.226	0.300	0.351	0	12.00	0.207		skilled 8/8;I2;I8
D2 eliteHp 28	engageRadius=11 spawnRadius=14 eliteHp=28 meleeDamage=0.0425 meleeAttackInterval=16	5	1	0	1		0.916	0.226	0.300	0.390	0	12.21	0.208		skilled 8/8;I2;I8
D3 tele 30/32	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteTelegraphTicks=30 eliteCooldownTicks=32	7	3	2	2		0.797	0.226	0.300	0.272	0	11.51	0.192		skilled 8/8;I3;I8
D3 tele 40/42	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteTelegraphTicks=40 eliteCooldownTicks=42	7	4	2	2		0.766	0.226	0.300	0.240	0	11.31	0.198		skilled 8/8;I3;I8
D3 tele 70/72	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteTelegraphTicks=70 eliteCooldownTicks=72	8	3	2	2		0.739	0.226	0.300	0.213	0	11.21	0.205		I3;I8
D3 tele 90/92	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteTelegraphTicks=90 eliteCooldownTicks=92	8	3	2	2		0.768	0.226	0.300	0.243	0	11.32	0.202		I3;I8
D4 blast 3	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteBlastRadius=3	7	4	2	2		0.751	0.226	0.300	0.225	0	11.28	0.199		skilled 8/8;I3;I8
D4 blast 3.5	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteBlastRadius=3.5	7	4	2	2		0.763	0.226	0.300	0.237	0	11.37	0.198		skilled 8/8;I3;I8
D4 blast 4	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteBlastRadius=4	7	3	2	2		0.760	0.226	0.300	0.234	0	11.31	0.195		skilled 8/8;I3;I8
D5 eliteDmg 0.5	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteDamage=0.5	8	4	2	2		0.736	0.226	0.300	0.210	0	11.19	0.205		I3;I8
D5 eliteDmg 0.6	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteDamage=0.6	8	3	2	2		0.753	0.226	0.300	0.227	0	11.29	0.203		I3;I8
D5 eliteDmg 0.8	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteDamage=0.8	8	3	2	2		0.753	0.226	0.300	0.228	0	11.29	0.203		I3;I8
D6 approach 2	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteApproachRange=2	8	4	2	2		0.747	0.226	0.300	0.221	0	11.25	0.199		I3;I8
D6 approach 3	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteApproachRange=3	8	4	2	2		0.736	0.226	0.300	0.210	0	11.22	0.202		I3;I8
D6 approach 4.9	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteApproachRange=4.9	8	3	2	2		0.740	0.226	0.300	0.214	0	11.22	0.209		I3;I8
D7 eliteTick 1500	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteSpawnTick=1500	8	5	2	2		0.598	0.226	0.340	0.032	0	10.65	0.193		I2 windows;I3;I8
D7 eliteTick 1650	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteSpawnTick=1650	8	4	2	2		0.683	0.226	0.325	0.132	0	10.88	0.192		I3;I8
D7 eliteTick 1950	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteSpawnTick=1950	5	0	0	0		0.897	0.226	0.300	0.371	0	12.33	0.222		skilled 8/8;I2
D7 eliteTick 2100	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 eliteSpawnTick=2100	4	0	0	0		1.019	0.226	0.300	0.493	0	13.95	0.231		skilled 8/8;I2;I2 windows
D8 meleeSpeed 0.142	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 meleeMoveSpeed=0.142	7	3	1	1		0.785	0.229	0.327	0.230	0	11.36	0.204		skilled 8/8;I3;I8
D8 meleeSpeed 0.145	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 meleeMoveSpeed=0.145	7	2	2	2		0.819	0.239	0.325	0.254	0	11.46	0.192		skilled 8/8;I2;I3;I8
D8 meleeSpeed 0.15	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 meleeMoveSpeed=0.15	6	3	1	1		0.897	0.254	0.369	0.273	0	11.25	0.186		skilled 8/8;I2;I3;I8
D8 meleeSpeed 0.155	engageRadius=11 spawnRadius=14 eliteHp=20 meleeDamage=0.0425 meleeAttackInterval=16 meleeMoveSpeed=0.155	6	2	1	1		0.912	0.276	0.374	0.262	0	11.45	0.180		skilled 8/8;I2;I3;I8
E e10/s13 mix 5:1/3:1/2:1	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|5:1/3:1/2:1	7	1	0	0		0.888	0.258	0.353	0.277	0	10.76	0.176		skilled 8/8;I2;I8
E e10/s13 mix 4:1/2:1/1:1	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|4:1/2:1/1:1	7	1	0	0		0.916	0.241	0.352	0.323	0	11.92	0.253		skilled 8/8;I2;I8
E e10/s13 mix 3:1/2:1/1:1	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|3:1/2:1/1:1	5	1	0	0		0.908	0.255	0.335	0.317	0	11.65	0.272		skilled 8/8;I2;I8
E e10/s13 mix 2:1/1:1/1:1	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|2:1/1:1/1:1	6	0	0	0		0.887	0.243	0.295	0.350	0	12.46	0.349		skilled 8/8;I2
E e10/s13 mix 1:1/1:1/1:1	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|1:1/1:1/1:1	8	1	1	1		0.727	0.207	0.291	0.229	0	11.79	0.390		I3;I8
E e10/s13 mix 3:2/1:1/1:2	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|3:2/1:1/1:2	8	2	1	1		0.674	0.216	0.260	0.198	0	11.55	0.406		I3;I8
E e10/s13 mix 1:1/1:2/1:2	engageRadius=10 spawnRadius=13 phases=14-20-26|9-7-5|1:1/1:2/1:2	8	2	1	1		0.688	0.207	0.262	0.219	0	13.00	0.519		I3;I8
E e11/s14 mix 5:1/3:1/2:1	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|5:1/3:1/2:1	8	0	0	0		0.843	0.247	0.318	0.277	0	11.68	0.200		I2
E e11/s14 mix 4:1/2:1/1:1	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|4:1/2:1/1:1	6	2	1	1		0.862	0.237	0.341	0.284	0	12.07	0.270		skilled 8/8;I2;I3;I8
E e11/s14 mix 3:1/2:1/1:1	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|3:1/2:1/1:1	6	2	0	0		0.824	0.233	0.315	0.276	0	12.43	0.264		skilled 8/8;I2;I8
E e11/s14 mix 2:1/1:1/1:1	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|2:1/1:1/1:1	7	2	1	1		0.823	0.240	0.296	0.287	0	13.10	0.352		skilled 8/8;I2;I3;I8
E e11/s14 mix 1:1/1:1/1:1	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|1:1/1:1/1:1	8	3	1	1		0.769	0.194	0.307	0.268	0	13.33	0.403		I3;I8
E e11/s14 mix 3:2/1:1/1:2	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|3:2/1:1/1:2	8	2	1	1		0.689	0.202	0.285	0.202	0	13.19	0.426		I3;I8
E e11/s14 mix 1:1/1:2/1:2	engageRadius=11 spawnRadius=14 phases=14-20-26|9-7-5|1:1/1:2/1:2	8	2	2	2		0.663	0.194	0.247	0.222	0	13.65	0.502		I3;I8
E e11/s15 mix 5:1/3:1/2:1	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|5:1/3:1/2:1	7	2	1	2		0.884	0.227	0.335	0.322	0	12.62	0.192		skilled 8/8;I2;I3;I8
E e11/s15 mix 4:1/2:1/1:1	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|4:1/2:1/1:1	7	3	0	0		0.870	0.247	0.325	0.298	0	13.19	0.267		skilled 8/8;I2;I8
E e11/s15 mix 3:1/2:1/1:1	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|3:1/2:1/1:1	7	2	0	0		0.813	0.217	0.311	0.285	0	13.58	0.286		skilled 8/8;I2;I8
E e11/s15 mix 2:1/1:1/1:1	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|2:1/1:1/1:1	7	0	1	1		0.788	0.225	0.297	0.266	0	14.26	0.359		skilled 8/8;I3
E e11/s15 mix 1:1/1:1/1:1	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|1:1/1:1/1:1	7	3	0	1		0.785	0.191	0.296	0.299	0	15.86	0.406		skilled 8/8;I8
E e11/s15 mix 3:2/1:1/1:2	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|3:2/1:1/1:2	7	1	1	1		0.771	0.221	0.291	0.258	0	14.80	0.422		skilled 8/8;I3;I8
E e11/s15 mix 1:1/1:2/1:2	engageRadius=11 spawnRadius=15 phases=14-20-26|9-7-5|1:1/1:2/1:2	8	3	1	2		0.676	0.191	0.276	0.209	0	15.79	0.507		I3;I8
E e12/s15 mix 5:1/3:1/2:1	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|5:1/3:1/2:1	8	3	1	2		0.866	0.227	0.335	0.304	0	12.42	0.191		I2;I3;I8
E e12/s15 mix 4:1/2:1/1:1	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|4:1/2:1/1:1	7	3	0	0		0.863	0.247	0.325	0.291	0	13.03	0.268		skilled 8/8;I2;I8
E e12/s15 mix 3:1/2:1/1:1	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|3:1/2:1/1:1	7	2	0	0		0.808	0.217	0.311	0.280	0	13.51	0.287		skilled 8/8;I2;I8
E e12/s15 mix 2:1/1:1/1:1	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|2:1/1:1/1:1	7	0	1	1		0.780	0.225	0.297	0.258	0	14.15	0.361		skilled 8/8;I3
E e12/s15 mix 1:1/1:1/1:1	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|1:1/1:1/1:1	8	3	1	1		0.779	0.191	0.296	0.293	0	15.72	0.406		I3;I8
E e12/s15 mix 3:2/1:1/1:2	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|3:2/1:1/1:2	8	1	1	2		0.750	0.221	0.291	0.238	0	14.63	0.421		I3;I8
E e12/s15 mix 1:1/1:2/1:2	engageRadius=12 spawnRadius=15 phases=14-20-26|9-7-5|1:1/1:2/1:2	8	3	2	2		0.672	0.191	0.276	0.206	0	15.69	0.507		I3;I8
