label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.64	2000	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.64	1999	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.64	2000	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.64	1999	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.67	1999	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.68	1999	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.67	1999	2.75	0.200				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.68	1999	2.75	0.200				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.70	1998	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.70	1998	2.75	0.199				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.69	1998	2.75	0.200				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c16-22-28 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.214	0.411	0.544	0.259	0	18.71	1998	2.75	0.200				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.53	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.53	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.53	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.53	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.55	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.55	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.55	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.55	1973	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.58	1972	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.58	1972	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.58	1972	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-6-4 c18-24-30 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-6-4|4:1/3:1/2:1}	2	2	0	0	0		1.195	0.411	0.542	0.241	0	18.58	1972	2.75	0.198				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.755	0.088	0	21.84	1757	0.00	0.191				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.755	0.088	0	21.77	1754	0.00	0.189				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.757	0.091	0	21.79	1768	0.00	0.191				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.759	0.088	0	21.70	1764	0.00	0.189				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.755	0.088	0	21.85	1757	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.754	0.089	0	21.82	1758	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.757	0.091	0	21.80	1767	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.758	0.089	0	21.75	1767	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.755	0.088	0	21.86	1757	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.255	0.411	0.754	0.089	0	21.83	1758	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.757	0.091	0	21.80	1767	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c15-21-27 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.259	0.411	0.758	0.089	0	21.76	1767	0.00	0.190				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.268	0.411	0.752	0.105	0	21.95	1762	0.00	0.186				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.01	1773	0.00	0.189				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.280	0.411	0.764	0.105	0	22.04	1783	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.03	1771	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.268	0.411	0.752	0.105	0	21.97	1760	0.00	0.186				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.03	1771	0.00	0.189				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.280	0.411	0.764	0.105	0	22.06	1781	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.06	1769	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.268	0.411	0.752	0.105	0	21.97	1760	0.00	0.186				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.03	1771	0.00	0.189				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.280	0.411	0.764	0.105	0	22.06	1781	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c16-22-28 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.271	0.411	0.755	0.104	0	22.06	1769	0.00	0.188				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.17	1757	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.15	1758	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.19	1751	0.00	0.192				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.17	1757	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.19	1753	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.18	1757	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.23	1751	0.00	0.192				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.20	1756	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.19	1753	0.00	0.192				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.21	1754	0.00	0.193				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.745	0.100	0	22.23	1751	0.00	0.192				I2;I2 windows
S2 4:1/3:1/2:1 i7-5-4 c18-24-30 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|7-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.257	0.411	0.741	0.104	0	22.23	1754	0.00	0.192				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.212	0.546	0.633	0.033	0	24.80	1496	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.202	0.551	0.592	0.058	0	24.49	1514	0.00	0.216				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.237	0.546	0.658	0.033	0	24.97	1532	0.00	0.217				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.215	0.551	0.593	0.071	0	24.51	1542	0.00	0.220				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.212	0.546	0.633	0.033	0	24.80	1496	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.202	0.551	0.592	0.058	0	24.49	1514	0.00	0.216				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.237	0.546	0.658	0.033	0	24.97	1532	0.00	0.217				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.215	0.551	0.593	0.071	0	24.51	1542	0.00	0.220				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.212	0.546	0.633	0.033	0	24.80	1496	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.202	0.551	0.592	0.058	0	24.49	1514	0.00	0.216				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.237	0.546	0.658	0.033	0	24.97	1532	0.00	0.217				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c15-21-27 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=15-21-27|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.215	0.551	0.593	0.071	0	24.51	1542	0.00	0.220				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.678	0.053	0	25.70	1548	0.00	0.207				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.269	0.557	0.647	0.065	0	24.71	1555	0.00	0.211				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.285	0.557	0.674	0.054	0	25.56	1552	0.00	0.205				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.672	0.059	0	24.72	1582	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC66 S13 DPT2	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.678	0.053	0	25.70	1548	0.00	0.207				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC66 S13 DPT3	s2{absoluteEnemyCap=66 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.269	0.557	0.647	0.065	0	24.71	1555	0.00	0.211				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC66 S16 DPT2	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.285	0.557	0.674	0.054	0	25.56	1552	0.00	0.205				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC66 S16 DPT3	s2{absoluteEnemyCap=66 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.672	0.059	0	24.72	1582	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC72 S13 DPT2	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.678	0.053	0	25.70	1548	0.00	0.207				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC72 S13 DPT3	s2{absoluteEnemyCap=72 backlogSize=13 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.269	0.557	0.647	0.065	0	24.71	1555	0.00	0.211				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC72 S16 DPT2	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=2 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.285	0.557	0.674	0.054	0	25.56	1552	0.00	0.205				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c16-22-28 EC72 S16 DPT3	s2{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 phases=16-22-28|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.288	0.557	0.672	0.059	0	24.72	1582	0.00	0.214				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c18-24-30 EC62 S13 DPT2	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=2 phases=18-24-30|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.235	0.560	0.643	0.033	0	25.78	1484	0.00	0.197				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c18-24-30 EC62 S13 DPT3	s2{absoluteEnemyCap=62 backlogSize=13 backlogDrainPerTick=3 phases=18-24-30|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.239	0.560	0.646	0.033	0	25.80	1490	0.00	0.197				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c18-24-30 EC62 S16 DPT2	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=2 phases=18-24-30|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.235	0.560	0.643	0.033	0	25.78	1485	0.00	0.197				I2;I2 windows
S2 4:1/3:1/2:1 i6-5-4 c18-24-30 EC62 S16 DPT3	s2{absoluteEnemyCap=62 backlogSize=16 backlogDrainPerTick=3 phases=18-24-30|6-5-4|4:1/3:1/2:1}	2	0	0	0	0		1.239	0.560	0.646	0.033	0	25.81	1490	0.00	0.197				I2;I2 windows
